"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Condizioni obbligatorieta'"
"Allegati","Sentenza straniera","SI","","","",""
"Allegati","Atto estero di nascita originale o copia autentica","NO","","","",""
"Formula","192.14","NO","","","",""
"Formula","193.2","NO","","","",""
"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Si puo' ignorare la sezione per"
"Formazione atto","Numero comunale","SI","evento","numeroatto","","obbligatoria"
"Formazione atto","Data formazione","SI","evento","dataformazione","","obbligatoria"
"Formazione atto","Ora formazione","SI","evento","ora","","obbligatoria"
"Formazione atto","Minuti formazione","SI","evento","minuto","","obbligatoria"
"Padre","Cognome","SI","evento.padre","cognome","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Nome","SI","evento.padre","nome","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Identificativo unico nazionale","NO","evento.padre","idANPR","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Sesso","SI","evento.padre","sesso","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Formato Data Nascita","NO","evento.padre","idFormatodata","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Formato Data Nascita - Descrizione","NO","evento.padre","formatodata","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Data nascita","SI","evento.padre","dataNascita","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Stato di nascita","SI","evento.padre","idStatoNascita","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Stato di nascita - Descrizione","SI","evento.padre","nomeStatoNascita","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Provincia di nascita","NO","evento.padre","idProvinciaNascita","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Provincia di nascita - Descrizione","NO","evento.padre","siglaProvinciaNascita","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Comune di nascita","NO","evento.padre","idComuneNascita","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Comune di nascita - Descrizione","NO","evento.padre","nomeComuneNascita","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Località estera","NO","evento.padre","localitaEsteraNascita","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Nazionalità","NO","evento.padre","idNazionalita","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Nazionalità - Descrizione","NO","evento.padre","nazionalita","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Comprensione","NO","evento.padre","tipoImpedimento","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Residenza non nota","NO","evento.padre","flagIrreperibile","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Stato di residenza","NO","evento.padre","idStatoResidenza","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Stato di residenza - Descrizione","NO","evento.padre","nomeStatoResidenza","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Provincia di residenza","NO","evento.padre","idProvinciaResidenza","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Provincia di residenza - Descrizione","NO","evento.padre","siglaProvinciaResidenza","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Comune di residenza","NO","evento.padre","idComuneResidenza","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Comune di residenza - Descrizione","NO","evento.padre","nomeComuneResidenza","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Indirizzo di residenza","NO","evento.padre","indirizzoResidenza","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","flag dichiarante","SI","evento.padre","flagDichiarante","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","flag comparente","NO","evento.padre","flagComparente","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Firmatario","NO","evento.padre","flagFirmatario","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Provincia AIRE","NO","evento.padre","idProvinciaAIRE","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Provincia AIRE - Descrizione","NO","evento.padre","siglaProvinciaAIRE","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Comune AIRE","NO","evento.padre","idComuneAIRE","","evento.richiedente.idTipoRichiedente,!=,1"
"Padre","Comune AIRE - Descrizione","NO","evento.padre","nomeComuneAIRE","192.14","evento.richiedente.idTipoRichiedente,!=,1"
"Madre","Cognome","SI","evento.madre","cognome","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Nome","SI","evento.madre","nome","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Identificativo unico nazionale","NO","evento.madre","idANPR","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Sesso","SI","evento.madre","sesso","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Formato Data Nascita","NO","evento.madre","idFormatodata","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Formato Data Nascita - Descrizione","NO","evento.madre","formatodata","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Data nascita","SI","evento.madre","dataNascita","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Stato di nascita","SI","evento.madre","idStatoNascita","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Stato di nascita - Descrizione","SI","evento.madre","nomeStatoNascita","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Provincia di nascita","NO","evento.madre","idProvinciaNascita","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Provincia di nascita - Descrizione","NO","evento.madre","siglaProvinciaNascita","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Comune di nascita","NO","evento.madre","idComuneNascita","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Comune di nascita - Descrizione","NO","evento.madre","nomeComuneNascita","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Località estera","NO","evento.madre","localitaEsteraNascita","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Nazionalità","NO","evento.madre","idNazionalita","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Nazionalità - Descrizione","NO","evento.madre","nazionalita","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Comprensione","NO","evento.madre","tipoImpedimento","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Residenza non nota","NO","evento.madre","flagIrreperibile","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Stato di residenza","NO","evento.madre","idStatoResidenza","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Stato di residenza - Descrizione","NO","evento.madre","nomeStatoResidenza","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Provincia di residenza","NO","evento.madre","idProvinciaResidenza","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Provincia di residenza - Descrizione","NO","evento.madre","siglaProvinciaResidenza","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Comune di residenza","NO","evento.madre","idComuneResidenza","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Comune di residenza - Descrizione","NO","evento.madre","nomeComuneResidenza","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Indirizzo di residenza","NO","evento.madre","indirizzoResidenza","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","flag dichiarante","SI","evento.madre","flagDichiarante","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","flag comparente","NO","evento.madre","flagComparente","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Firmatario","NO","evento.madre","flagFirmatario","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Provincia AIRE","NO","evento.madre","idProvinciaAIRE","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Provincia AIRE - Descrizione","NO","evento.madre","siglaProvinciaAIRE","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Comune AIRE","NO","evento.madre","idComuneAIRE","","evento.richiedente.idTipoRichiedente,!=,2"
"Madre","Comune AIRE - Descrizione","NO","evento.madre","nomeComuneAIRE","192.14","evento.richiedente.idTipoRichiedente,!=,2"
"Padre","Cognome","SI","evento.padre","cognome","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Nome","SI","evento.padre","nome","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Identificativo unico nazionale","NO","evento.padre","idANPR","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Sesso","SI","evento.padre","sesso","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Formato Data Nascita","NO","evento.padre","idFormatodata","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Formato Data Nascita - Descrizione","NO","evento.padre","formatodata","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Data nascita","SI","evento.padre","dataNascita","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Stato di nascita","SI","evento.padre","idStatoNascita","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Stato di nascita - Descrizione","SI","evento.padre","nomeStatoNascita","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Provincia di nascita","NO","evento.padre","idProvinciaNascita","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Provincia di nascita - Descrizione","NO","evento.padre","siglaProvinciaNascita","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Comune di nascita","NO","evento.padre","idComuneNascita","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Comune di nascita - Descrizione","NO","evento.padre","nomeComuneNascita","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Località estera","NO","evento.padre","localitaEsteraNascita","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Nazionalità","NO","evento.padre","idNazionalita","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Nazionalità - Descrizione","NO","evento.padre","nazionalita","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Comprensione","NO","evento.padre","tipoImpedimento","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Residenza non nota","NO","evento.padre","flagIrreperibile","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Stato di residenza","NO","evento.padre","idStatoResidenza","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Stato di residenza - Descrizione","NO","evento.padre","nomeStatoResidenza","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Provincia di residenza","NO","evento.padre","idProvinciaResidenza","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Provincia di residenza - Descrizione","NO","evento.padre","siglaProvinciaResidenza","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Comune di residenza","NO","evento.padre","idComuneResidenza","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Comune di residenza - Descrizione","NO","evento.padre","nomeComuneResidenza","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Indirizzo di residenza","NO","evento.padre","indirizzoResidenza","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","flag dichiarante","SI","evento.padre","flagDichiarante","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","flag comparente","NO","evento.padre","flagComparente","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Firmatario","NO","evento.padre","flagFirmatario","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Provincia AIRE","NO","evento.padre","idProvinciaAIRE","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Provincia AIRE - Descrizione","NO","evento.padre","siglaProvinciaAIRE","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Comune AIRE","NO","evento.padre","idComuneAIRE","","evento.richiedente.idTipoRichiedente,=,1"
"Padre","Comune AIRE - Descrizione","NO","evento.padre","nomeComuneAIRE","192.14","evento.richiedente.idTipoRichiedente,=,1"
"Madre","Cognome","SI","evento.madre","cognome","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Nome","SI","evento.madre","nome","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Identificativo unico nazionale","NO","evento.madre","idANPR","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Sesso","SI","evento.madre","sesso","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Formato Data Nascita","NO","evento.madre","idFormatodata","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Formato Data Nascita - Descrizione","NO","evento.madre","formatodata","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Data nascita","SI","evento.madre","dataNascita","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Stato di nascita","SI","evento.madre","idStatoNascita","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Stato di nascita - Descrizione","SI","evento.madre","nomeStatoNascita","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Provincia di nascita","NO","evento.madre","idProvinciaNascita","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Provincia di nascita - Descrizione","NO","evento.madre","siglaProvinciaNascita","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Comune di nascita","NO","evento.madre","idComuneNascita","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Comune di nascita - Descrizione","NO","evento.madre","nomeComuneNascita","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Località estera","NO","evento.madre","localitaEsteraNascita","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Nazionalità","NO","evento.madre","idNazionalita","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Nazionalità - Descrizione","NO","evento.madre","nazionalita","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Comprensione","NO","evento.madre","tipoImpedimento","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Residenza non nota","NO","evento.madre","flagIrreperibile","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Stato di residenza","NO","evento.madre","idStatoResidenza","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Stato di residenza - Descrizione","NO","evento.madre","nomeStatoResidenza","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Provincia di residenza","NO","evento.madre","idProvinciaResidenza","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Provincia di residenza - Descrizione","NO","evento.madre","siglaProvinciaResidenza","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Comune di residenza","NO","evento.madre","idComuneResidenza","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Comune di residenza - Descrizione","NO","evento.madre","nomeComuneResidenza","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Indirizzo di residenza","NO","evento.madre","indirizzoResidenza","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","flag dichiarante","SI","evento.madre","flagDichiarante","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","flag comparente","NO","evento.madre","flagComparente","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Firmatario","NO","evento.madre","flagFirmatario","192.14","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Provincia AIRE","NO","evento.madre","idProvinciaAIRE","","evento.richiedente.idTipoRichiedente,=,2"
"Madre","Provincia AIRE - Descrizione","NO","evento.madre","siglaProvinciaAIRE","192.14","evento.richiedente.idTipoRichiedente,=,2"
