"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Condizioni obbligatorieta'"
"Allegati","Nota di trasmissione da parte dell’autorità consolare o diplomatica","SI","","","",""
"Allegati","Atto di costituzione di unione civile","SI","","","",""
"Allegati","Traduzione dell'Atto di costituzione di unione civile","SI","","","",""
"Formula","193-quater.1","NO","","","",""
"Formula","193-quinquies.1","NO","","","",""
"Formula","194","NO","","","",""
"Formula","195","NO","","","",""
"Formula","196","NO","","","",""
"Formula","197","NO","","","",""
"Formula","198","NO","","","",""
"Formula","199","NO","","","",""
"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Si puo' ignorare la sezione per"
"Formazione atto","Numero comunale","SI","evento","numeroatto","","obbligatoria"
"Formazione atto","Data formazione","SI","evento","dataformazione","","obbligatoria"
"Formazione atto","Ora formazione","SI","evento","ora","","obbligatoria"
"Formazione atto","Minuti formazione","SI","evento","minuto","","obbligatoria"
"Dati trascrizione","Tipo richiesta","SI","evento.trascrizioneUnioneCivile","tipoDichiarazione","","obbligatoria"
"Dati trascrizione","Data richiesta","NO","evento.trascrizioneUnioneCivile","dataComunicazione","193-quinquies.1,193-quater.1","obbligatoria"
"Dati trascrizione","Tipo atto da trascrivere","SI","evento.trascrizioneUnioneCivile","tipoTrascrizione","","obbligatoria"
"Dati trascrizione","Riassunto trascrizione","SI","evento.trascrizioneUnioneCivile","testoLibero","","obbligatoria"
"Unito civilmente 1","Cognome","NO","evento.intestatari[0]","cognome","","obbligatoria"
"Unito civilmente 1","Nome","SI","evento.intestatari[0]","nome","","obbligatoria"
"Unito civilmente 1","Sesso","SI","evento.intestatari[0]","sesso","","obbligatoria"
"Unito civilmente 1","Data nascita","SI","evento.intestatari[0]","dataNascita","","obbligatoria"
"Unito civilmente 1","Stato di nascita","SI","evento.intestatari[0]","idStatoNascita","","obbligatoria"
"Unito civilmente 1","Stato di nascita - Descrizione","SI","evento.intestatari[0]","nomeStatoNascita","","obbligatoria"
"Unito civilmente 1","Provincia di nascita","NO","evento.intestatari[0]","idProvinciaNascita","","obbligatoria"
"Unito civilmente 1","Provincia di nascita - Descrizione","NO","evento.intestatari[0]","siglaProvinciaNascita","","obbligatoria"
"Unito civilmente 1","Comune di nascita","NO","evento.intestatari[0]","idComuneNascita","","obbligatoria"
"Unito civilmente 1","Comune di nascita - Descrizione","NO","evento.intestatari[0]","nomeComuneNascita","","obbligatoria"
"Unito civilmente 1","Località estera","NO","evento.intestatari[0]","localitaEsteraNascita","","obbligatoria"
"Unito civilmente 1","Nazionalita","SI","evento.intestatari[0]","idNazionalita","","obbligatoria"
"Unito civilmente 1","Nazionalita - Descrizione","SI","evento.intestatari[0]","nazionalita","","obbligatoria"
"Unito civilmente 1","Stato di residenza","SI","evento.intestatari[0]","idStatoResidenza","","obbligatoria"
"Unito civilmente 1","Stato di residenza - Descrizione","SI","evento.intestatari[0]","nomeStatoResidenza","","obbligatoria"
"Unito civilmente 1","Provincia di residenza","NO","evento.intestatari[0]","idProvinciaResidenza","","obbligatoria"
"Unito civilmente 1","Provincia di residenza - Descrizione","NO","evento.intestatari[0]","siglaProvinciaResidenza","","obbligatoria"
"Unito civilmente 1","Comune di residenza","NO","evento.intestatari[0]","idComuneResidenza","","obbligatoria"
"Unito civilmente 1","Comune di residenza - Descrizione","NO","evento.intestatari[0]","nomeComuneResidenza","","obbligatoria"
"Unito civilmente 1","Indirizzo di residenza","NO","evento.intestatari[0]","indirizzoResidenza","","obbligatoria"
"Unito civilmente 1","flag dichiarante","SI","evento.intestatari[0]","flagDichiarante","","obbligatoria"
"Unito civilmente 1","flag comparente","SI","evento.intestatari[0]","flagComparente","","obbligatoria"
"Unito civilmente 1","flag firmatario","SI","evento.intestatari[0]","flagFirmatario","","obbligatoria"
"Unito civilmente 1","Provincia AIRE","NO","evento.intestatari[0]","idProvinciaAIRE","","obbligatoria"
"Unito civilmente 1","Provincia AIRE - Descrizione","NO","evento.intestatari[0]","siglaProvinciaAIRE","","obbligatoria"
"Unito civilmente 1","Comune AIRE","NO","evento.intestatari[0]","idComuneAIRE","","obbligatoria"
"Unito civilmente 1","Comune AIRE - Descrizione","NO","evento.intestatari[0]","nomeComuneAIRE","","obbligatoria"
"Unito civilmente 2","Cognome","NO","evento.intestatari[1]","cognome","","obbligatoria"
"Unito civilmente 2","Nome","SI","evento.intestatari[1]","nome","","obbligatoria"
"Unito civilmente 2","Sesso","SI","evento.intestatari[1]","sesso","","obbligatoria"
"Unito civilmente 2","Data nascita","SI","evento.intestatari[1]","dataNascita","","obbligatoria"
"Unito civilmente 2","Stato di nascita","SI","evento.intestatari[1]","idStatoNascita","","obbligatoria"
"Unito civilmente 2","Stato di nascita - Descrizione","SI","evento.intestatari[1]","nomeStatoNascita","","obbligatoria"
"Unito civilmente 2","Provincia di nascita","NO","evento.intestatari[1]","idProvinciaNascita","","obbligatoria"
"Unito civilmente 2","Provincia di nascita - Descrizione","NO","evento.intestatari[1]","siglaProvinciaNascita","","obbligatoria"
"Unito civilmente 2","Comune di nascita","NO","evento.intestatari[1]","idComuneNascita","","obbligatoria"
"Unito civilmente 2","Comune di nascita - Descrizione","NO","evento.intestatari[1]","nomeComuneNascita","","obbligatoria"
"Unito civilmente 2","Località estera","NO","evento.intestatari[1]","localitaEsteraNascita","","obbligatoria"
"Unito civilmente 2","Nazionalita","SI","evento.intestatari[1]","idNazionalita","","obbligatoria"
"Unito civilmente 2","Nazionalita - Descrizione","SI","evento.intestatari[1]","nazionalita","","obbligatoria"
